utterances,gender_sensitivity,target_gender,keywords,preceding_context,following_context,term,session,plenary_session,committee_name,annotator
"그때 부계혈통주의를 취한 당시의 국적법이 남녀평등사상에 위배된다고 하는 이유로 위헌심판제청을 하신 적이 계십니다. 그래서 같은 해 말에 국적법이 개정되도록 노력을 하셨고 2000년8월31일에는 헌법재판소에서 헌법 불합치 결정이 난 것으로 알고 있습니다. 이 부분에 대해서 여성계에서는 굉장히 환영한 바가 있고 또 여기 추천사유서에도 여권의 신장에 크게 기여한 것으로 적혀 있습니다. 저는 이러한 분이 헌법재판관으로 추천된 데 대해서 굉장히 여성으로서 커다란 힘을 느끼고 있습니다. 제가 여기서 말씀드리고자 하는 것은 부계혈통주의를 취한 당시의 국적법이 남녀평등사상에 위반된다고 위헌제청을 하셨습니다. 지금 현재 여성들이 헌법소원을 준비중에 있는 호주제도 사실상은 부계혈통주의를 잇는, 대를 잇기 위한 가부장제적인 사회에서의 대표적인 제도로 되어 있습니다. 그래서 이 부분이 헌법소원이 들어올 때 후보자께서는 과연 남성중심적인 부계혈통주의를 잇는 이 호주제도에 대해서 어떤 방향으로 판결을 하실 지에 대해서 좀 말씀해 주시면 감사하겠습니다.",H,모두,"부계혈통주의, 국적법",,,16,,,인사청문특별위원회(헌재)(2000年9月6日(水)),R
"그 분야에 대해서 평소에 별로 생각한 바는 없습니다마는 남녀평등에 반하는 그런 취지의 내용이 많이 포함되어 있다면 그 점은 시정이 되어야 되지 않겠느냐, 제 사견으로는 그렇게 말씀드리고 싶습니다.",H,여성,남녀평등,,,16,,,인사청문특별위원회(헌재)(2000年9月6日(水)),R
"이것은 물가와 주거비가 비싸서 그런 것인데 그러다 보니까 항상 첨예하게 임금 인상 문제가 대두되는데 그것을 그 현장에서 해결하기는 어렵다고 보고 오히려 가구당 경제활동인구를 늘려서 가구당 경제수입이 높아져서 근로자들 가족의 삶의 조건이 나아지도록, 그래야 한 사람이 실업을 해도 어느 정도 완충할 수 있는 탄력성을 가질 수 있다고 보기 때문에 무엇보다도 가구당 경제활동인구를 높일 수 있는, 그리고 특히 여성 근로자들은 보육시설을 해 주어야 취업을 할 수 있기 때문에 이런 사회적인 정책을 같이 해 주도록 여기 오신 민주노동당이나 다른 여러 당이 정치적인 제도를 뒷받침해 주어야 된다고 봅니다.",H,여성,"여성 근로자, 보육시설",,,17,,,국무총리(이해찬)임명동의에관한인사청문특별위원회(2004年6月24日(木)),R
"저희 집사람이 그런 기술이 없어서, 옛날에 제가 감옥살이 할 적에는 저희 집사람이 돌베개출판사를 운영해서 출판의 기본적인 내용은 아는데 아트디렉트 하는 그런 기술적인 것은 할 수가 없어서 책을 낼 때만 그 분이 레이아웃을 도와주는 사람입니다.",L,여성,집사람,,,17,,,국무총리(이해찬)임명동의에관한인사청문특별위원회(2004年6月24日(木)),R
"제가 인턴으로 데리고 있는 사람이 ‘한중문화원’에서 같이 거들어주고 있습니다. 그러니까 여직원이 하나 있는데, 그 여직원은 제 의원사무실에 인턴으로 등록이 되어 있으면서 제가 중국 관계 일하는 일을 도와주는 사람입니다.",L,여성,여직원,,,17,,,국무총리(이해찬)임명동의에관한인사청문특별위원회(2004年6月24日(木)),R
아까 말씀드린 것처럼 대략 10월 중에 저희 집사람이 받는 상속금이 올 것으로 예정이 되어 있어서 그렇게 계약을 했는데 부산 가족들 사이에서 얘기를 하다가 상속금 전달 과정이 예정보다 조금 늦어졌습니다.,L,여성,집사람,,,17,,,국무총리(이해찬)임명동의에관한인사청문특별위원회(2004年6月24日(木)),R
그것은 이렇습니다. 제가 당사자로 계약한 것이 아니고 저희 집사람하고 저희 운전비서하고 가서 계약을 했는데 그 사람들이 일부러 국회의원이라고 내놓고 그것을 계약하고 매매를 하겠습니까?,L,여성,집사람,,,17,,,국무총리(이해찬)임명동의에관한인사청문특별위원회(2004年6月24日(木)),R
필요하시면 저희 수행비서가 저희 집사람하고 가서 대금을 지불했으니까 무엇으로 지급했는지 나중에 확인해서 답변해 드리겠습니다.,L,여성,집사람,,,17,,,국무총리(이해찬)임명동의에관한인사청문특별위원회(2004年6月24日(木)),R
아닙니다. 저희 집사람도 짓고 저희 비서들도 가서 짓고 저희 지구당과 관계된 사람들도 가서 짓고 그랬습니다.,L,여성,집사람,,,17,,,국무총리(이해찬)임명동의에관한인사청문특별위원회(2004年6月24日(木)),R
그 봉지는 전부 저희가 가서 싼 것입니다. 저의 비서들하고 집사람하고 지구당 관계된 사람들이 가서……,L,여성,집사람,,,17,,,국무총리(이해찬)임명동의에관한인사청문특별위원회(2004年6月24日(木)),R
한 20일 정도 저희 집사람이 주로 나가서 편집위원들하고 책을 낼 때 그때 그 사무실에 같이 있으니까 간접적으로 지원해 주는 것이지 평상시에는 제가 거기에서 대중국 관계 활동하는 것을 지원해 주는 인턴이라니까요.,L,여성,집사람,,,17,,,국무총리(이해찬)임명동의에관한인사청문특별위원회(2004年6月24日(木)),R
조선여자근로정신대를 역사교과서에 바르게 기록하고 피해자들의 명예 회복에 힘써 줄 것을 제안합니다.,H,여성,조선여자근로정신대,,,18,,,국회본회의(2010년11월02일(화)),R
"그렇지만 정부가 근로정신대가 무엇이다 이렇게 국민들에게 알렸기만 하더라도 이분들의 고통은 적었을 것입니다. 어떤 홍보를 했습니까, 정부는?",H,여성,조선여자근로정신대,,,18,,,국회본회의(2010년11월02일(화)),R
그래서 제가 역사 바로 세우기하고 피해자들의 명예를 회복해 달라 이런 말씀 드렸습니다. 진지하게 검토해 주실 거지요?,H,여성,조선여자근로정신대,,,18,,,국회본회의(2010년11월02일(화)),R
참 부끄러운 일입니다. 정부가 아무런 역할을 안 했습니다. 일본 나고야 소송지원회가 중요한 역할을 했고 본 의원이 지난 6월 달에 한일강제병합 100년을 상기시키는 의미에서 우리 국회의원 100인의 서명을 받아서 시민모임과 함께 미쓰비시 중공업을 방문해서 협상을 했습니다. 그래서 결국 협상의 장이 마련이 된 것입니다. 제 세 번째 제안입니다. 미쓰비시 중공업과 근로정신대 할머니 간의 이 배상 협상에 정부가 외교 차원의 노력을 적극 해 주실 것을 제안합니다. 해 주시겠습니까?,H,여성,조선여자근로정신대,,,18,,,국회본회의(2010년11월02일(화)),R
"본 의원의 생각과 아주 정확하게 일치하는 견해신데요, 폐쇄된 군대 내에서 동성애가 허용된다면 이것은 자연발생적으로 또 자유로운 선택에 의해서 동성애가 이루어지는 것이 절대 아닙니다. 그것은 고참이 신참 부하에 대한 성추행을 하는 환경이 조성된다든지 또 군대 내 기강 문란으로 이어져서 저는 굉장히 큰 혼란이 빚어질 수 있다 이렇게 생각을 합니다. 또 에이즈 감염도 우려가 됩니다. 그렇지요?",L,성소수자,"동성애, 에이즈",,,18,,,국회본회의(2010년11월02일(화)),R
"참고로 제가 말씀드리면 우리가 한참 남아선호사상이 있을 때 여성 100 대 남성이 116까지도 갔습니다. 아마 세계적인 평균 통계는 100 대 106입니다. 남아가 출생이 많습니다. 출생은 많이 하지만, 요즘은 좀 그렇지만 그 이전에는 남아들이 살아나는 생존율이 적습니다, 신생아 때. 그래서 106 대 100 정도 태어난 게 균형이 맞추어지는 거였는데, 요즘 제가 최근에 보니까 성비가 거의 정상적으로 100 대 백오륙 이 정도로 맞추어지고 있는 아주 좋은 현상이라고 생각합니다.제가 산부인과 의사 생활을 하면서 한 두 가지는 10년, 15년, 20년 안에는 절대 없어질 수 없을 거라는 생각 중에 하나인 남아선호사상이 없어졌다. 이제는 애를 하나 낳는다면 딸을 원하는 분이 많습니다, 도리어. 그것도 참 우리가 의식 변화가 빠르게 되었다고 하는 것이고……",H,여성,"남아선호사상,정상적 성비",,,19,2014,,교육문화체육관광위원회-제1반(2014년10월20일),R
"또한 청년․중장년․여성 등 3대 고용취약계층을 대상으로 디지털, 방역, 그린․환경, 문화, 돌봄 등 민간․공공의 맞춤형 일자리 27만 5000개를 창출 지원하기 위하여 총 2조 1000억 원 규모의 예산을 반영하였습니다.",H,여성,"여성, 고용취약계층",,,21,,,예산결산특별위원회(2021년3월18일(목)),R
"그리고 애들은 다시 들어오고 싶은데, 옆에 엄마라도 있으면 좋은데 엄마, 아빠 다 직장 나갔고 아이 혼자 있을 때 이것 안 되니까 선생님하고 통화하고 그러면서 운다는 거 아니에요, 수업에 못 들어가니까.",L,여성,엄마,,,21,,,예산결산특별위원회(2021년3월18일(목)),R
"제가 두 가지만 말씀을 드리면, 워낙 코로나가 장기화되면서 일자리에서 밀려나신 분들이 너무 많다, 그리고 1월 달에 취업자 증감 숫자가 너무 높게 나와서 정말로 생계가 위협받는 그런 분들도 많아서, 특히 고용취약계층인 청년․중년․여성 해서…… 정부가 올해 예산에 이미 104만 개의 직접일자리가 있습니다.",H,여성,"여성, 고용취약계층",,,21,,,예산결산특별위원회(2021년3월18일(목)),R
"장관님, 작년 11월 제가 이 자리에서 전임 여성가족부장관님께 성인지 관점에서 서울․부산시장 보궐선거 비용 838억 원의 의미를 질의했습니다. 그때 여성가족부장관님이 전 국민 학습비용이라는 대답을 하셔서 정말 전 국민이 경악했었습니다.다행히 정영애 장관님은 성폭력 피해자를 피해자라고 부르고 박원순 전 시장 사건에 대해서도 권력형 성범죄라고 하셨습니다. 이 말씀과 입장, 지금도 확고하신 것이지요?",H,여성,"성인지, 권력형 성범죄",,,21,,,예산결산특별위원회(2021년3월18일(목)),R
"박원순․오거돈 전 시장의 성폭력 사건으로 치르게 되는 것입니다. 그런데 이번 선거의 원인을 제공한 정당이 후보자를 다시 냈습니다. 장관님, 이것 피해자 입장에서 볼 때 2차 가해입니까, 아닙니까?""",H,여성,2차 가해,,,21,,,예산결산특별위원회(2021년3월18일(목)),R
"2차 가해는 가해자의 주변인들이 가해자를 옹호하거나 피해자를 피해자라고 하지 않는 것, 오히려 피해자를 비난하는 것입니다.",H,여성,"2차 가해, 피해자",,,21,,,예산결산특별위원회(2021년3월18일(목)),R
"피해자는 서울시 직원이었습니다. 그런데 지금 피해자가 돌아갈 직장의 시장이 되겠다는 분이 본인의 선거캠프에 피해자를 피해호소인이라고 부른 사람들을 요직에 두고 있습니다. 장관님, 이것 명백한 2차 가해입니까, 아닙니까?",H,여성,"피해호소인, 2차 가해",,,21,,,예산결산특별위원회(2021년3월18일(목)),R
"장관님, 오늘 피해자를 피해호소인이라고 부른 여당 서울시장 선거캠프의 요직을 맡았던 분이 사직을 했습니다. 그분은 2차 가해임을 명백하게 인정하시면서 사퇴를 하셨는데 여성의 인권, 피해자 입장에 서 있어야 하는 여성가족부장관님은 명백한 대답을 못 하고 계십니다.",H,여성,"피해호소인, 2차 가해",,,21,,,예산결산특별위원회(2021년3월18일(목)),R
"장관님, 문재인 대통령께서 성폭력 피해자가 피해를 입고도 문제 제기를 하지 못하는 사회 분위기나 문화부터 시급히 바로잡아야 된다고 하셨는데 이 말씀이 3년이 지난 지금도 지켜지지 못하고 있습니다. 그리고 여가부장관님께서는 이런 것에 대해서 명확한 입장조차도 내고 있지 않습니다.",H,여성,성폭력 피해자,,,21,,,예산결산특별위원회(2021년3월18일(목)),R
